teslimat_saati,bolge_yogunlugu,kullanici_gecmis_basarisi,adres_tipi,hafta_sonu_mu,basari_ihtimali,onerilen_yontem,karbon_kazanci_gram
12,7.51,73.61,0,0,68.23,0,330.22
14,65.6,54.92,0,0,12.88,1,1170.13
10,11.54,100.0,0,1,87.6,0,136.19
15,32.44,100.0,1,0,70.58,2,433.8
11,55.88,85.92,1,1,42.81,2,787.64
10,30.97,100.0,1,1,79.53,2,351.63
14,75.23,75.04,0,0,17.79,1,1168.86
1,28.28,87.27,1,0,47.62,2,722.99
1,41.62,96.49,2,0,44.9,2,689.35
10,36.52,71.89,0,0,49.88,2,631.52
7,41.77,73.42,0,0,42.28,2,807.04
9,18.04,90.67,1,0,84.07,2,303.62
12,53.92,84.93,0,0,39.5,1,895.13
18,36.31,56.89,1,0,41.91,2,752.53
15,58.13,28.26,0,0,12.96,1,1184.75
14,22.88,68.49,2,0,51.58,2,649.1
11,61.66,30.06,2,1,6.02,1,1247.08
20,8.69,52.18,1,0,50.79,2,678.24
13,61.71,54.51,0,0,21.71,1,1154.15
8,32.66,60.63,0,1,27.4,1,1006.33
15,38.08,88.41,2,0,49.7,2,722.51
9,25.98,92.75,1,0,68.99,2,425.52
12,40.4,82.17,1,0,51.2,2,619.46
14,17.77,84.65,0,0,68.81,0,403.89
19,42.91,85.12,0,0,36.2,1,909.03
14,30.79,22.06,0,0,15.0,1,1208.13
16,46.09,72.2,0,0,39.26,1,922.95
23,26.41,36.07,1,0,24.21,1,1051.07
9,55.64,82.18,1,0,37.83,1,936.3
11,79.04,30.14,0,0,7.69,1,1231.45
13,41.83,68.39,1,0,43.28,2,733.85
13,46.81,82.96,2,0,37.62,1,930.77
13,22.35,49.64,1,1,36.17,1,869.48
20,35.98,91.23,0,0,52.01,2,655.88
17,30.53,82.13,0,0,60.78,2,588.11
15,56.94,79.62,2,0,26.19,1,1075.28
12,40.94,85.96,0,1,52.22,2,640.36
18,11.18,64.82,2,0,51.46,2,692.78
21,26.27,75.04,1,0,60.29,2,522.88
18,86.91,72.2,1,0,10.55,1,1203.39
0,54.26,71.75,2,0,22.11,1,1091.54
15,7.0,58.56,1,0,59.86,2,572.96
7,57.8,47.15,0,1,15.3,1,1135.02
11,26.17,65.26,0,0,42.51,2,825.72
8,56.35,64.16,0,0,22.38,1,1025.12
15,58.36,57.27,0,0,25.81,1,1041.86
16,30.33,89.04,0,0,62.65,2,534.1
9,62.39,48.56,0,0,25.66,1,989.65
12,39.89,68.57,0,0,45.95,2,768.36
13,31.49,95.33,0,0,71.51,0,319.63
12,45.9,90.18,2,0,33.75,1,947.93
9,39.09,96.33,1,0,72.44,2,420.58
13,63.87,60.18,2,0,20.9,1,1055.53
17,29.41,87.69,0,0,63.94,2,480.55
8,19.71,50.74,0,0,39.11,1,927.6
8,65.67,66.48,0,1,20.48,1,1102.29
12,53.77,68.36,0,0,26.26,1,954.03
21,39.77,60.48,1,0,43.3,2,751.33
16,27.42,64.76,0,1,45.52,2,732.83
16,47.11,62.13,0,1,29.58,1,1001.63
12,36.36,52.35,1,1,37.31,1,842.32
15,53.29,89.13,1,0,43.87,2,752.74
2,15.58,68.35,1,0,44.45,2,721.66
15,51.99,76.03,0,0,36.01,1,924.5
20,50.7,75.28,0,0,40.13,2,813.59
15,39.16,73.09,0,0,46.76,2,730.83
19,30.84,73.86,2,1,39.15,1,922.27
17,26.29,65.89,2,0,40.11,2,864.43
9,20.73,100.0,0,0,77.33,0,238.0
20,57.07,87.21,0,0,31.78,1,957.23
8,53.87,72.37,1,0,28.64,1,1028.59
14,45.86,63.06,0,1,30.34,1,982.15
9,69.66,69.62,2,0,20.46,1,1022.76
3,40.32,80.35,1,0,34.65,1,928.43
13,39.39,100.0,0,0,55.85,2,646.87
11,35.09,44.54,0,1,32.78,1,914.75
14,46.76,85.2,1,1,56.62,2,607.13
15,63.42,94.53,0,0,33.36,1,892.52
7,29.01,42.27,1,0,36.96,1,932.58
9,43.63,68.38,0,0,49.62,2,691.76
14,27.29,50.71,0,1,41.2,2,768.55
12,34.55,80.61,1,0,55.69,2,599.16
17,14.46,64.83,0,0,56.81,2,553.36
16,12.58,69.4,0,0,54.54,2,655.7
19,39.61,63.78,0,1,32.04,1,941.54
16,40.39,86.4,1,1,51.07,2,682.14
13,30.04,76.58,1,0,55.79,2,581.66
16,49.63,76.62,0,0,32.43,1,1026.81
11,33.14,75.21,1,0,58.44,2,625.52
12,35.33,83.45,0,0,50.22,2,739.52
18,18.87,66.76,0,0,55.54,2,679.19
13,45.29,100.0,1,1,66.93,2,457.75
18,63.31,47.3,1,1,25.9,1,1012.65
18,41.91,37.48,0,1,21.09,1,1157.65
19,23.63,35.83,0,0,26.18,1,1031.64
20,34.99,30.41,0,0,19.5,1,1140.95
13,25.9,85.46,1,1,79.5,2,307.33
12,40.52,83.03,0,0,53.3,2,622.25
15,23.42,96.16,0,0,80.15,0,263.07
12,33.23,50.87,0,0,25.64,1,983.24
15,57.04,86.91,0,1,35.88,1,942.95
16,29.89,73.14,1,1,64.38,2,523.14
16,25.82,75.33,0,0,58.78,2,558.68
12,41.28,84.51,0,0,49.0,2,692.69
10,67.57,56.87,0,1,17.0,1,1151.48
13,69.13,100.0,0,1,36.36,1,920.84
9,23.16,98.64,0,0,65.9,0,429.94
19,53.84,61.37,0,0,29.45,1,972.1
12,22.44,50.19,0,0,39.38,1,958.38
9,65.29,70.24,1,0,24.38,1,1051.3
6,80.43,75.65,1,1,14.48,1,1172.3
16,57.25,93.31,0,0,37.96,1,952.77
15,51.24,48.63,0,0,23.86,1,1008.87
12,31.8,77.71,0,0,52.77,2,704.79
8,41.3,41.42,0,0,24.39,1,1060.13
13,75.07,80.73,2,0,18.91,1,1107.2
12,34.56,69.85,2,1,33.65,1,912.58
16,9.45,100.0,1,0,92.65,2,130.17
15,42.7,41.08,0,0,18.12,1,1122.33
12,44.66,99.41,1,0,62.8,2,534.73
10,10.92,37.92,0,1,38.25,1,909.62
22,3.2,45.46,1,1,43.93,2,760.87
13,29.33,38.46,0,0,22.11,1,1069.4
16,15.92,77.01,0,0,71.3,0,384.63
9,18.84,48.53,0,0,29.69,1,1073.9
14,28.69,45.03,0,0,32.2,1,1008.4
6,34.88,76.06,1,0,39.36,1,866.86
14,53.99,81.04,1,1,44.28,2,763.76
21,55.14,72.8,1,0,30.78,1,997.63
12,28.94,68.76,2,1,46.76,2,767.0
7,50.4,100.0,0,0,35.99,1,908.01
6,27.45,74.92,0,0,42.37,2,742.59
13,64.95,88.11,0,0,32.14,1,998.38
10,55.0,74.86,1,0,38.86,1,895.84
6,14.67,50.04,0,0,28.5,1,974.79
17,38.42,83.0,0,1,52.03,2,676.84
13,15.3,58.88,0,0,52.5,2,705.17
11,46.94,70.18,2,0,41.46,2,761.65
20,89.96,78.11,2,1,0.0,1,1323.27
9,24.31,33.17,0,1,19.14,1,1121.2
21,42.48,39.81,2,0,19.88,1,1131.84
12,39.65,90.19,0,1,55.49,2,611.91
19,26.28,58.73,0,0,39.58,1,909.06
15,52.21,59.67,1,0,31.25,1,982.83
18,90.77,75.33,0,0,10.06,1,1259.59
22,31.57,64.29,0,1,30.9,1,957.54
11,30.68,80.35,2,0,44.09,2,714.1
21,70.11,70.98,1,0,17.06,1,1135.13
13,33.58,75.97,2,0,44.61,2,704.28
12,47.72,57.96,0,0,24.03,1,1073.95
12,13.57,75.87,0,0,65.39,0,354.8
14,32.57,94.1,0,0,63.76,2,501.34
9,11.58,60.65,2,0,46.47,2,713.75
14,25.53,90.31,0,0,68.29,0,349.07
14,26.19,70.97,0,0,44.31,2,739.11
17,44.95,86.69,0,0,42.96,2,764.6
18,56.48,74.58,1,0,29.99,1,1028.25
13,47.3,71.33,0,0,41.99,2,744.9
11,8.12,78.99,0,1,87.74,0,157.89
11,20.91,96.27,0,0,71.74,0,355.8
10,32.0,76.72,0,0,50.99,2,667.43
8,39.95,81.57,0,1,40.25,2,782.01
12,6.66,64.63,0,0,61.43,2,508.63
11,67.27,100.0,2,0,26.42,1,1089.92
21,27.44,84.81,0,1,59.56,2,567.43
14,22.09,73.55,0,0,60.63,2,542.97
12,42.35,69.55,0,0,33.98,1,1005.94
15,10.66,91.56,2,1,78.66,0,262.78
9,14.63,59.88,0,0,42.14,2,850.57
13,39.02,36.34,1,0,23.09,1,1030.39
15,38.44,73.45,2,0,39.08,1,873.97
14,62.71,95.8,0,0,34.58,1,893.94
13,10.1,100.0,0,0,88.34,0,136.28
23,69.57,69.85,1,0,13.9,1,1179.45
19,36.39,72.87,1,1,46.86,2,703.96
15,26.72,82.39,1,1,70.93,2,430.47
15,35.38,66.71,1,0,48.75,2,682.69
15,74.99,82.33,0,1,22.2,1,1080.32
10,33.0,70.29,1,0,48.93,2,670.11
13,48.5,92.23,0,0,52.9,2,688.48
7,15.49,86.46,0,1,72.84,0,292.7
14,28.93,88.2,1,0,62.51,2,536.2
14,58.67,67.89,0,0,28.89,1,967.6
10,24.61,100.0,0,0,73.05,0,298.33
21,55.11,81.68,0,0,37.63,1,876.61
20,33.69,76.95,0,0,45.86,2,725.78
17,77.66,56.78,2,0,11.68,1,1215.09
14,72.99,70.06,0,1,22.34,1,1048.67
19,47.98,74.29,1,0,36.77,1,896.38
9,15.25,56.25,0,0,56.06,2,577.6
18,7.28,66.15,0,0,63.88,2,482.33
9,12.66,68.68,0,0,64.65,2,538.21
18,26.39,73.12,0,1,55.41,2,573.27
11,57.12,36.75,0,1,15.93,1,1161.08
19,20.19,69.29,2,1,51.09,2,717.84
21,46.37,64.45,0,0,34.67,1,970.17
9,28.36,71.58,0,1,47.6,2,721.54
13,44.57,92.71,0,0,52.02,2,655.24
22,41.77,100.0,0,0,43.13,2,784.57
14,27.14,85.57,0,0,61.69,2,550.77
19,9.98,47.31,1,1,46.17,2,768.66
15,30.09,65.09,0,0,45.06,2,735.23
12,45.28,83.92,0,0,34.69,1,963.77
11,31.7,81.67,1,0,54.8,2,612.59
10,18.86,91.75,0,0,79.32,0,304.94
17,27.75,70.05,0,1,51.93,2,652.04
13,72.11,64.73,1,0,20.8,1,1051.79
14,47.64,100.0,1,0,57.57,2,591.44
14,35.73,73.17,0,0,42.9,2,788.09
15,14.36,51.67,1,1,48.77,2,743.64
19,52.97,100.0,0,0,43.97,2,722.49
22,56.81,42.08,1,0,16.15,1,1103.88
13,58.23,2.1,2,0,11.73,1,1224.13
18,33.29,87.39,0,0,55.91,2,623.1
17,78.72,90.21,0,1,28.51,1,965.49
15,52.1,80.28,0,1,36.07,1,907.25
21,25.02,45.95,0,0,33.45,1,940.02
10,22.28,70.82,0,0,55.93,2,633.53
9,30.23,66.44,1,0,50.36,2,663.31
19,31.8,61.25,0,0,37.57,1,886.12
13,21.37,100.0,0,0,75.52,0,297.21
19,64.45,51.07,1,0,22.49,1,1038.73
20,20.95,78.32,1,1,60.15,2,615.22
8,40.87,95.88,0,1,52.19,2,681.79
19,53.29,79.63,1,1,42.44,2,749.62
13,33.3,96.82,2,0,65.04,0,386.0
14,43.06,83.27,0,1,54.64,2,593.08
15,61.9,80.59,0,0,33.57,1,964.78
20,8.78,79.34,1,0,68.46,2,428.18
5,23.04,84.27,1,1,48.5,2,690.49
14,65.64,64.29,0,1,17.5,1,1089.22
16,5.29,45.96,0,1,39.53,1,891.82
17,54.66,91.08,1,1,47.69,2,725.14
16,81.8,95.23,2,1,12.75,1,1191.52
9,8.14,77.04,1,0,83.84,2,279.7
11,21.91,61.03,2,1,42.14,2,798.17
12,63.89,40.85,1,0,16.69,1,1154.68
18,23.98,73.72,2,0,49.11,2,714.11
11,29.47,45.02,1,1,29.66,1,959.1
10,51.46,42.22,2,1,24.81,1,1063.61
21,36.15,71.59,0,0,44.61,2,750.46
2,22.66,56.72,1,1,39.52,1,911.81
23,34.04,78.91,0,0,39.41,1,878.01
16,12.14,68.81,0,1,59.68,2,560.88
18,6.7,59.87,0,0,52.16,2,637.42
11,42.54,37.9,0,0,24.04,1,1106.29
4,32.71,54.94,0,1,34.89,1,860.65
17,8.25,55.68,2,1,50.21,2,692.87
18,22.12,47.49,1,1,47.61,2,708.02
17,16.09,65.42,2,1,49.24,2,683.56
9,62.12,49.05,2,0,22.21,1,1073.54
17,11.53,68.73,0,0,58.7,2,573.87
17,53.44,76.81,0,1,38.75,1,899.35
16,32.81,55.48,0,1,37.31,1,878.46
17,42.84,80.51,0,0,50.46,2,678.47
19,43.63,44.77,1,0,29.5,1,1006.52
15,24.49,49.76,0,0,30.19,1,959.12
8,73.15,69.74,0,0,22.54,1,1094.58
14,27.65,85.74,0,1,77.01,0,286.61
8,37.3,89.35,0,0,45.84,2,705.95
13,17.03,100.0,0,0,82.33,0,176.38
13,49.52,64.47,2,1,36.95,1,882.22
8,9.07,69.45,0,0,54.01,2,635.9
12,33.87,51.35,0,1,35.63,1,920.11
9,37.29,46.92,0,0,38.91,1,924.86
18,25.87,76.57,1,0,55.66,2,601.01
21,43.31,56.48,0,0,24.87,1,1024.86
8,63.14,96.65,0,0,32.37,1,981.24
21,1.87,42.75,0,0,29.66,1,964.68
14,43.53,81.73,2,1,41.75,2,755.33
11,55.46,51.89,2,0,18.89,1,1100.01
8,14.43,55.59,0,0,45.24,2,647.19
14,36.73,82.78,1,1,63.96,2,529.46
18,23.67,58.48,0,0,36.22,1,943.52
16,60.29,61.68,0,1,22.26,1,1110.41
7,23.69,55.76,0,0,32.72,1,1013.96
8,44.93,100.0,0,0,45.73,2,776.46
13,40.42,59.65,1,0,33.61,1,936.72
11,46.16,73.03,2,0,37.65,1,931.5
11,50.62,67.96,0,0,30.09,1,986.01
11,37.9,76.43,0,0,50.4,2,662.38
18,42.97,59.71,0,0,34.04,1,918.87
20,54.15,67.98,1,1,27.54,1,1011.52
13,48.4,79.88,2,1,45.9,2,739.12
20,60.41,54.74,2,0,24.64,1,1101.72
12,15.02,93.79,1,0,89.12,2,232.36
14,44.29,95.71,0,0,52.12,2,631.37
10,19.43,84.13,1,0,69.28,2,417.36
15,57.98,73.4,0,1,37.74,1,914.19
22,17.99,12.19,2,0,10.41,1,1252.15
15,61.92,80.49,0,0,26.58,1,1067.91
12,39.27,64.17,1,0,39.44,1,868.71
16,60.12,67.07,0,0,29.04,1,1015.66
9,71.08,34.05,0,1,4.46,1,1322.1
19,37.52,81.87,1,0,47.51,2,669.33
14,33.43,43.03,1,1,27.88,1,1023.79
13,45.2,74.37,1,0,39.79,1,899.71
15,42.7,90.09,1,0,53.19,2,657.06
15,36.35,62.61,0,0,44.38,2,744.99
8,62.9,96.32,2,1,19.93,1,1189.14
16,58.0,57.06,1,0,28.53,1,1065.6
11,15.96,84.01,0,0,71.89,0,337.6
17,61.81,45.9,1,0,24.13,1,1054.78
18,5.01,92.62,2,0,80.47,0,255.35
18,24.41,89.52,1,1,76.27,2,363.08
14,46.41,81.37,0,0,39.53,1,913.84
14,16.56,64.13,1,0,63.82,2,476.15
9,40.82,43.96,0,0,28.5,1,1000.8
17,57.17,64.19,1,0,27.78,1,1037.23
11,59.62,94.21,0,1,44.49,2,776.27
14,36.46,74.6,2,0,40.43,2,750.38
11,43.28,40.94,1,0,25.54,1,1014.9
9,74.06,49.51,0,1,10.46,1,1174.17
15,21.23,97.06,1,0,86.77,2,212.54
7,49.11,81.76,0,1,32.16,1,925.71
17,29.35,47.32,0,1,33.61,1,962.86
12,47.91,36.68,0,0,15.83,1,1166.86
0,71.77,59.5,0,0,13.08,1,1188.47
14,19.31,34.97,2,0,27.34,1,1022.7
7,30.53,68.88,0,0,35.16,1,963.95
11,34.67,100.0,1,0,73.9,2,361.97
16,16.71,40.06,0,1,27.65,1,960.27
8,9.12,68.28,1,1,71.88,2,438.74
19,61.2,98.24,1,0,35.18,1,916.08
0,34.91,86.98,0,1,46.86,2,687.12
11,65.65,69.03,2,0,22.34,1,1098.48
17,50.57,69.07,0,0,35.35,1,866.72
12,21.35,48.88,1,0,36.46,1,886.75
9,22.46,66.65,0,0,55.9,2,537.58
12,28.68,76.87,0,1,57.81,2,594.05
11,27.11,94.1,2,0,64.08,2,558.2
19,43.13,59.6,1,0,33.1,1,935.63
12,7.12,68.2,0,0,63.99,2,488.32
18,48.15,53.02,2,0,20.3,1,1159.91
20,77.63,76.51,0,1,15.41,1,1183.91
13,56.71,87.68,1,1,41.74,2,850.56
20,47.93,84.59,0,0,36.11,1,921.44
12,16.5,48.6,1,0,45.31,2,743.07
21,39.68,74.94,0,0,42.5,2,813.34
8,43.76,58.45,0,0,29.2,1,995.19
16,44.02,92.22,2,0,45.95,2,735.96
14,56.13,68.77,0,0,32.23,1,890.64
13,41.21,41.61,0,1,26.9,1,1079.37
15,67.99,67.6,0,0,22.13,1,1096.17
16,81.5,81.17,0,0,15.84,1,1156.64
0,65.09,76.88,0,0,24.7,1,1080.77
10,27.86,61.76,0,0,38.53,1,852.16
17,27.72,60.29,0,0,41.99,2,759.59
16,71.99,52.25,1,0,17.79,1,1153.13
21,46.05,64.11,1,0,26.32,1,1035.44
17,16.4,54.89,2,0,48.21,2,714.89
21,11.6,91.4,1,0,81.27,2,312.25
16,49.63,53.98,0,0,31.98,1,985.21
11,20.75,74.45,0,1,67.55,0,349.82
9,13.72,73.09,1,1,74.89,2,419.65
18,36.97,90.91,1,1,55.02,2,605.25
16,35.05,93.79,0,0,61.66,2,541.84
7,63.21,85.92,0,0,27.93,1,996.85
12,51.16,79.06,1,0,37.04,1,896.89
21,42.55,51.03,1,0,20.07,1,1116.0
14,18.14,50.62,1,1,50.17,2,699.99
13,69.51,55.09,0,0,10.55,1,1250.42
13,61.51,87.04,1,1,49.0,2,704.93
10,84.3,73.47,1,1,14.64,1,1156.44
12,56.42,89.37,2,1,43.57,2,768.3
12,33.45,92.06,1,1,70.92,2,436.21
7,23.45,57.48,1,0,44.9,2,742.98
17,50.64,72.64,1,0,39.71,1,889.49
13,56.79,71.74,0,0,36.03,1,879.4
18,8.22,65.44,0,0,49.87,2,620.74
19,35.89,61.3,2,0,36.28,1,950.39
10,8.47,95.7,0,0,90.93,0,104.88
16,36.18,73.04,1,1,53.07,2,655.68
13,61.5,72.26,2,0,22.99,1,1048.08
19,54.98,55.94,2,1,19.92,1,1148.77
10,4.89,85.5,1,0,90.87,2,200.04
16,46.49,51.9,0,1,35.23,1,921.83
15,15.01,81.1,0,0,66.26,0,413.51
11,18.31,81.64,2,0,51.52,2,609.57
9,51.97,63.75,0,0,43.04,2,774.66
16,31.91,78.35,2,1,53.78,2,679.27
17,15.38,75.71,0,0,62.11,2,544.12
12,38.56,71.21,1,1,56.48,2,607.81
16,42.03,72.26,0,0,46.56,2,711.8
13,13.97,73.24,0,0,65.46,0,446.91
17,40.29,74.6,2,0,37.7,1,934.5
10,43.08,73.2,1,1,51.46,2,649.48
19,58.91,49.92,0,0,23.91,1,1073.83
11,70.46,68.96,0,1,12.79,1,1203.51
12,35.51,77.3,1,0,55.96,2,620.54
8,49.66,73.95,0,0,33.13,1,929.2
9,32.32,91.08,2,0,56.81,2,632.59
14,38.13,84.4,0,0,52.45,2,667.51
11,60.03,54.59,0,0,27.75,1,1053.07
18,61.77,68.67,0,1,26.51,1,998.41
4,48.91,65.77,0,1,24.68,1,1022.1
12,64.91,71.91,0,0,26.81,1,1090.02
12,38.41,71.94,2,0,38.99,1,916.59
5,18.35,84.23,0,0,41.21,2,760.99
9,36.47,75.55,0,1,51.47,2,688.43
13,36.1,96.61,0,1,65.95,0,394.6
14,47.2,76.82,1,0,42.79,2,715.59
13,26.93,55.39,1,0,43.86,2,690.67
14,44.19,62.65,1,1,24.49,1,1055.52
15,35.69,84.08,0,0,60.11,2,605.5
2,53.78,39.72,1,1,19.35,1,1163.49
13,38.34,45.08,1,0,23.89,1,1101.16
21,2.35,72.21,0,0,60.09,2,583.87
14,35.49,91.02,0,0,65.96,0,417.97
16,29.53,98.14,1,0,70.3,2,470.92
12,84.53,67.66,0,1,13.39,1,1129.04
17,62.86,93.22,0,0,32.16,1,993.74
17,35.28,73.45,0,0,49.59,2,651.32
14,55.66,41.37,0,1,19.51,1,1088.47
22,20.69,71.84,0,0,38.47,1,909.29
9,28.81,59.62,1,0,48.63,2,724.25
5,38.78,90.36,2,0,32.39,1,943.05
17,80.63,71.49,1,0,6.31,1,1293.66
18,15.94,46.44,0,0,34.4,1,954.07
9,57.22,42.01,1,0,14.53,1,1166.34
11,50.86,71.58,1,0,30.67,1,986.59
5,22.73,23.6,0,0,14.61,1,1237.11
11,71.65,61.64,1,0,18.36,1,1121.25
17,52.01,76.62,1,0,42.22,2,765.97
14,50.62,50.86,0,0,27.72,1,1021.88
12,47.84,91.88,0,0,51.71,2,653.98
12,53.03,95.82,0,0,47.04,2,739.23
0,24.28,51.67,2,0,19.75,1,1157.1
11,52.4,66.04,0,0,34.33,1,930.59
16,65.55,91.89,0,1,34.35,1,912.08
22,26.44,71.97,0,0,48.01,2,763.14
19,55.02,44.11,2,0,16.11,1,1160.27
6,29.56,69.13,0,1,37.71,1,846.39
20,40.82,54.94,1,0,31.72,1,1025.27
18,21.8,94.16,1,1,85.29,2,290.31
18,24.12,84.12,1,0,70.12,2,486.56
13,32.24,65.72,1,0,46.82,2,761.24
13,39.83,74.84,0,0,45.92,2,808.33
11,21.64,45.84,2,0,35.44,1,893.67
8,46.69,56.92,1,0,26.28,1,1010.82
10,19.67,100.0,2,1,80.09,0,224.11
11,44.55,73.07,1,0,48.14,2,686.64
14,52.16,90.6,2,0,34.61,1,938.43
17,27.99,76.64,0,0,50.37,2,660.88
14,63.75,98.29,0,1,39.65,1,838.51
8,37.66,32.02,0,0,14.03,1,1155.39
21,38.71,68.24,0,1,34.29,1,929.68
21,57.03,100.0,1,1,53.25,2,675.35
18,50.71,91.12,0,1,42.33,2,754.75
23,42.63,98.51,0,1,33.92,1,967.23
14,12.08,71.86,1,0,65.58,2,453.37
21,46.41,61.26,2,1,29.08,1,905.07
8,8.49,51.46,1,0,44.4,2,743.25
12,21.08,50.06,1,0,52.89,2,626.96
10,15.72,88.14,1,0,77.88,2,319.03
10,49.85,82.26,2,0,38.31,1,860.33
9,30.31,70.67,0,0,54.89,2,600.05
15,47.95,82.16,2,0,35.19,1,898.05
18,18.21,74.85,0,0,64.74,2,476.23
15,28.42,91.24,1,1,66.27,2,443.99
9,19.21,91.05,1,0,89.71,2,139.59
18,69.08,50.68,1,0,22.21,1,1017.15
15,23.0,77.47,1,0,62.22,2,607.24
13,24.91,38.62,1,0,36.05,1,915.47
16,62.65,74.66,2,0,31.66,1,1015.82
11,44.72,84.09,0,1,42.37,2,766.26
12,44.93,45.73,0,0,22.18,1,1079.49
20,25.08,63.67,0,0,49.66,2,693.28
11,48.39,72.19,0,0,37.59,1,918.1
13,29.67,76.68,0,0,56.11,2,569.26
19,46.76,66.43,1,0,35.36,1,914.24
16,56.81,48.55,0,1,26.48,1,1041.41
8,41.31,70.92,1,0,41.48,2,724.2
9,72.58,38.96,0,0,11.21,1,1254.39
1,52.06,67.35,1,0,14.35,1,1209.66
15,37.36,63.17,0,0,42.77,2,703.66
13,79.18,69.31,1,0,19.52,1,1089.39
9,10.36,60.81,1,1,56.76,2,601.99
21,28.8,41.85,0,0,20.96,1,1123.76
14,47.68,64.67,0,0,36.42,1,958.71
11,47.3,90.62,0,0,48.72,2,676.2
14,3.76,97.23,1,1,98.2,2,171.73
16,32.3,100.0,1,1,74.08,2,389.54
8,49.95,100.0,1,1,50.71,2,664.81
11,42.88,48.06,0,0,30.84,1,996.81
18,64.54,63.83,0,1,20.85,1,1109.17
13,30.1,71.54,0,1,51.78,2,666.34
14,71.33,70.29,0,0,15.75,1,1220.86
13,33.29,73.39,0,1,58.03,2,591.08
7,57.73,100.0,0,1,38.6,1,857.29
10,25.74,50.36,1,1,39.85,1,846.56
13,82.4,57.73,0,1,4.89,1,1335.5
10,32.31,100.0,0,1,64.74,2,523.66
7,65.72,59.68,1,1,29.14,1,953.58
19,39.51,79.87,1,0,46.96,2,668.26
22,77.49,92.69,1,1,14.87,1,1172.32
18,21.06,81.73,0,0,63.45,2,537.05
19,54.78,75.84,1,1,32.5,1,939.7
11,79.24,90.77,2,1,17.27,1,1092.31
21,42.28,54.14,0,1,29.71,1,959.77
10,46.59,62.07,0,1,34.88,1,980.76
21,33.87,82.71,2,0,38.0,1,908.96
23,6.6,30.61,2,0,22.47,1,1110.31
16,11.4,100.0,0,0,85.84,0,204.89
22,59.81,78.07,0,0,18.67,1,1107.21
15,32.96,75.06,1,0,51.83,2,646.81
11,23.3,39.39,0,0,24.95,1,1045.56
13,95.0,46.27,2,0,3.42,1,1321.45
15,14.24,64.03,0,0,59.38,2,600.08
8,30.02,88.15,2,0,43.58,2,813.16
15,3.39,30.47,0,1,21.69,1,1114.12
22,16.16,87.77,0,0,46.37,2,748.18
10,68.6,64.8,2,0,16.07,1,1214.91
18,34.36,67.53,0,1,40.39,2,789.19
20,56.98,77.07,0,0,26.85,1,1063.47
21,63.66,77.39,2,0,20.02,1,1127.07
21,27.52,57.75,0,0,37.6,1,917.3
14,13.27,84.5,0,1,69.67,0,357.47
22,37.04,25.61,0,0,14.19,1,1137.91
17,49.89,62.99,1,1,44.76,2,753.19
10,49.33,75.07,1,0,48.99,2,702.56
14,85.12,65.1,2,0,5.8,1,1263.13
17,84.09,35.46,0,0,8.99,1,1239.25
11,49.0,87.16,0,0,47.2,2,687.11
15,31.89,47.03,0,1,33.42,1,922.81
16,22.42,70.65,1,0,61.17,2,531.47
10,71.44,75.06,1,0,27.0,1,986.17
15,25.41,72.4,2,0,53.02,2,626.28
17,55.17,95.38,2,0,34.42,1,958.36
14,54.39,70.93,0,0,36.09,1,960.59
3,25.46,80.55,0,1,52.46,2,712.69
2,46.56,70.88,1,0,33.58,1,935.09
12,33.61,84.26,0,0,63.62,2,552.56
20,26.89,99.87,0,0,52.79,2,656.58
11,22.67,74.75,2,0,55.01,2,612.81
15,48.91,87.64,0,0,46.09,2,738.97
10,26.67,100.0,1,0,85.8,2,283.45
12,27.36,99.14,1,1,77.55,2,334.4
19,27.88,64.29,1,0,43.38,2,743.83
17,37.55,92.73,0,1,65.31,0,403.97
8,71.15,76.98,1,0,15.47,1,1145.59
13,26.72,94.34,0,0,70.35,0,391.76
6,37.7,83.37,2,1,34.27,1,915.81
14,69.16,77.51,0,0,22.92,1,1057.3
16,30.07,80.68,2,0,53.64,2,645.61
9,21.47,77.1,0,0,54.97,2,627.24
11,34.46,77.89,2,1,44.34,2,735.66
13,49.1,68.82,2,0,30.83,1,1030.56
20,26.82,66.97,1,1,44.93,2,721.88
23,44.9,100.0,0,0,44.72,2,738.21
7,55.45,81.55,0,0,26.89,1,969.51
17,47.23,60.53,1,0,39.07,1,871.99
12,5.66,66.45,1,1,68.03,2,423.94
13,69.25,93.13,0,1,33.59,1,919.42
17,21.08,57.28,1,0,41.68,2,721.21
20,26.16,42.36,1,0,38.01,1,867.13
21,46.02,43.83,0,0,26.97,1,1024.11
15,53.55,37.42,0,0,14.62,1,1167.26
12,82.47,46.02,0,0,3.94,1,1290.27
18,20.41,48.38,0,1,42.72,2,757.59
11,48.95,99.7,0,0,43.27,2,745.58
15,54.78,71.08,1,1,37.29,1,901.44
12,30.89,64.73,0,0,40.7,2,788.28
16,69.37,43.13,0,0,11.94,1,1214.97
11,36.31,69.14,0,1,43.02,2,757.76
10,49.63,37.25,2,0,12.9,1,1182.22
20,71.23,64.61,0,0,25.26,1,1070.27
9,51.25,100.0,2,1,49.97,2,698.45
14,54.92,85.28,0,0,31.04,1,976.54
10,4.89,67.8,0,0,60.11,2,594.52
7,19.99,85.96,1,0,68.6,2,459.32
7,48.61,61.57,0,0,31.74,1,964.32
10,37.2,55.99,1,0,31.75,1,966.93
